name,address,latitude,longitude,opening_hours,website,instagram,map_embed
1000 CLUB,〒220-0005 神奈川県横浜市西区南幸２丁目１−５−３９,35.4631934,139.6187723,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJeU92rGpdGGARoSBWWo0ZfsA
横浜ベイホール,〒231-0801 神奈川県横浜市中区新山下３丁目４−１７,35.4416575,139.66111189999998,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJkensVz1dGGARsIvyrlT5480
F.A.D横浜,〒231-0023 神奈川県横浜市中区山下町168 1 レイトンハウス横浜 1F,35.441519,139.64502,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJ4XcId-RcGGARgUOIbzfuKE8
横浜BAYSIS,〒231-0014 神奈川県横浜市中区常盤町３丁目２５,35.446272199999996,139.6366722,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJw31lxvZcGGARiaWyVmbu7Yg
セブンスアベニュー,〒231-0023 神奈川県横浜市中区山下町２５２ グランベル横浜ビル B1,35.4423958,139.6410594,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJKVTSSOVcGGARXV3QO7wZgbQ
KT Zepp Yokohama,〒220-0012 神奈川県横浜市西区みなとみらい４丁目３−６,35.4596908,139.6258804,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJy8_RVbddGGARNQVsbZqX0LM
Yokohama mint hall,〒220-0005 神奈川県横浜市西区南幸２丁目１−２２ 相鉄ムービル 3F,35.463791,139.6189919,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJ3V9g00xdGGARSQGyN1OZVT4
Yokohama B.B.street,〒231-0016 神奈川県横浜市中区真砂町３丁目３３ 関内CERTEビル 12F,35.444725,139.6359669,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJtTGNTvFcGGARci_wnWoCvJ0
新横浜NEW SIDE BEACH!!,〒222-0033 神奈川県横浜市港北区新横浜３丁目１０ 横浜アリーナ1階,35.511603099999995,139.6203506,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJOzRtEtpeGGAROoXAOAulPc8
Billboard Live YOKOHAMA,〒231-0003 神奈川県横浜市中区北仲通５丁目５７−２ 1F KITANAKA BRICK&WHITE,35.4507883,139.6362126,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJE1-b8rBdGGARtReWsq3qbcI
