name,address,latitude,longitude,opening_hours,website,instagram,map_embed
スウィング銀座,〒104-0061 東京都中央区銀座西２−２ 銀座インズ 2 Ｆ,35.6751708,139.7651295,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJy3jc_uSLGGARXX60ytNK3mw
Jazz & Soul Bar - The Deep,〒104-0061 東京都中央区銀座６丁目３−１２ 数寄屋ビル 4階,35.671208199999995,139.7607358,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJj7_oF--LGGAR_Bsv53tr2qM
ジャズバー エムズ,〒104-0061 東京都中央区銀座６丁目４−１８,35.6715918,139.761634,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJw8YOau-LGGARGW0Ptb2kiSg
銀座CYGNUS,〒104-0061 東京都中央区銀座８丁目６−１８ 銀座カレラ弐番館ビル B2 ビル,35.6685376,139.7603564,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJm2qO4-iLGGAR_wvHubz4LOo
GINZA MUSIC BAR,〒104-0061 東京都中央区銀座７丁目８−１３ ブラウン プレイス 4F,35.668959699999995,139.76207159999998,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJFRNWheiLGGARnPTf8h3lDcA
ブルーアイズ,〒104-0061 東京都中央区銀座１丁目２０−１５ 前田山陽ビル B１F,35.672816399999995,139.77027909999998,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJiU2En-GLGGAR7xGmngoMguo
バーブラ,〒104-0061 東京都中央区銀座７丁目８−１９ 東京ビルディング B1,35.669483299999996,139.762523,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJ4XImnuiLGGARYEYA2xvrNf4
CANDY GINZA,〒104-0061 東京都中央区銀座８丁目２−１５ 明興ビル 8F,35.6697749,139.7595177,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJaQoF0u6LGGAR49rgCJb7QN0
Bar Entrust,〒104-0061 東京都中央区銀座８丁目４−２３ クレグラン銀座ビルB1F(ソニー通り側,35.669111,139.760085,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJJWN4KOmLGGARXoC47IKA7yw
Jazz Club ドリーム,"銀座出井ビル 4F, ６丁目-４-17 銀座 中央区 東京都 104-0061",35.6714657,139.76151959999999,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJ80o0QO-LGGARdbgmNqoxarQ
