name,address,latitude,longitude,opening_hours,website,instagram,map_embed
1000 CLUB,〒220-0005 神奈川県横浜市西区南幸２丁目１−５−３９,35.4631934,139.6187723,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJeU92rGpdGGARoSBWWo0ZfsA
1・2・3 CLUB HOUSE 横浜店,〒220-0011 神奈川県横浜市西区高島２丁目１９−１２ マルイシティ横浜 2F,35.4646042,139.6247409,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJpzljdcJdGGARGl3j3bRMXhU
カフェミラノ横浜 - Club Milano Yokohama,〒231-0043 神奈川県横浜市中区福富町仲通３６,35.4446771,139.6301038,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJy_8grS1dGGARiVW4S2Hc4o8
ザ・ベルベットナイト横浜,〒231-0043 神奈川県横浜市中区福富町仲通４番１５ 国際ビルヂング B1F,35.4452106,139.6315214,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJCyNlcJJdGGARTZoWamudhNs
横浜ベイホール,〒231-0801 神奈川県横浜市中区新山下３丁目４−１７,35.4416575,139.66111189999998,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJkensVz1dGGARsIvyrlT5480
ザ・クラブハウス横浜ベイ,〒231-0801 神奈川県横浜市中区新山下３丁目４−１７,35.4416259,139.6610892,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJbYS75W1dGGARHcH0feCyn10
Bar Luther Dance Groove,〒220-0005 神奈川県横浜市西区南幸２丁目１０−１８ 東海屋ビル 3F,35.4629688,139.617571,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJ31YaBA1cGGARenRB84FpeDM
DISCO Groovy,〒231-0005 神奈川県横浜市中区本町３丁目２４ 本町中央ビル B１,35.4487941,139.6393192,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJNZcgd_dcGGARZgAtvbiW9S0
CRIB(クリブ),〒231-0868 神奈川県横浜市中区石川町１丁目１２ プラザセレス石川１ IIB1F,35.438314999999996,139.6442645,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJVSpEx-ZcGGARUuwKToB6S14
横浜FCクラブハウス,〒240-0045 神奈川県横浜市保土ケ谷区川島町５２２−３,35.465013,139.56831689999999,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJX7ydDoJZGGARYbOmz8hqRSI
