name,address,latitude,longitude,opening_hours,website,instagram,map_embed
Zouk Tokyo,〒104-0061 東京都中央区銀座７丁目２−１８,35.6707477,139.7600117,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJT1BS0cGLGGARQZR6FvQYpNA
RAISE,〒104-0061 東京都中央区銀座５丁目２−１ 東急プラザ銀座 6階,35.6722448,139.7624127,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJYSUonf-LGGARDnFRHHCkRkQ
POPINN.GINZA / Music DJ Bar｜( 90s HIPHOP R&B & SHISHA),〒104-0061 東京都中央区銀座４丁目３−５ ハトリビル 4階,35.6723095,139.7647416,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJu0FGzuWLGGARZjTEryU65CY
CLUB PLUM,〒100-0011 東京都千代田区内幸町１丁目６−５ URACORI 銀座裏コリド,35.669179,139.7584004,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJmdq9jB6LGGARQ_tTatywrhw
ジニアス東京,〒104-0061 東京都中央区銀座６丁目４−６,35.6713209,139.761674,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJg69aQe-LGGAROkeDEH_oeao
LUXE TOKYO,〒104-0061 東京都中央区銀座３丁目３−１ ZOE銀座 B1F,35.673499899999996,139.7658314,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJ526CVwCLGGARb7dabLDnwtk
IBEX TOKYO,"21泰明ビル 5F, ３丁目-１１-6 六本木 港区 東京都 106-0032",35.663082599999996,139.73316409999998,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJ24YF8JyLGGARQoS15T_ctL0
Soul Dining Bar GINZA MAGIC,〒104-0061 東京都中央区銀座７丁目７−９ 銀座山市ビル 1・2Ｆ,35.6690916,139.7619329,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJZ8ctl-iLGGARS6359tGBGzU
夜想曲 -ノクターン-,〒104-0061 東京都中央区銀座８丁目７−８,35.668282999999995,139.761055,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJG7I5qeGLGGARYafrzhF8Z6o
crew,〒104-0061 東京都中央区銀座７丁目６−６ メトロビル 2階,35.669554999999995,139.76187900000002,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJCQYnytWLGGARpWLUho1n7Yk
