name,address,latitude,longitude,opening_hours,website,instagram,map_embed
新宿ピットイン,〒160-0022 東京都新宿区新宿２丁目１２−４ アコードビル B１F,35.6905918,139.707362,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJr_MWutyMGGAROxXxT4V4fY4
ジャズ喫茶＆バー「DUG」,〒160-0022 東京都新宿区新宿３丁目１５−１２,35.692859899999995,139.7035228,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJ3x5KAKGNGGARSim5WboJHUU
Jazz Bar サムライ,〒160-0022 東京都新宿区新宿３丁目３５−５ 守ビル 5F,35.689755399999996,139.7023757,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJ52-_jdqMGGARrLkumzvrDKc
ばがぼんど,〒160-0023 東京都新宿区西新宿１丁目４−２０,35.6930695,139.69871540000003,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJo-_t_daMGGARr8L1WnQSGG8
Jazz Spot Intro,〒169-0075 東京都新宿区高田馬場２丁目１４−８ Ntビル 地下１階,35.7128908,139.7062758,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJ1fipUzmNGGARRR6FTXza9us
JAZZ POLKADOTS,〒160-0022 東京都新宿区新宿３丁目８−２ クロスビル 4Ｆ,35.6906725,139.7065558,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJmZBcoNyMGGARyH68MBSHPfQ
ジャズ喫茶ナルシス,〒160-0021 東京都新宿区歌舞伎町１丁目１３−６ Y.O ビル 2F,35.6946115,139.7024854,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJTSVS62-NGGARVSQpy6BCgjU
RUN -MUSIC FASHION BAR- 嵐,〒160-0021 東京都新宿区歌舞伎町１丁目１０−３ Ｇ３ビル １F,35.6947124,139.70300400000002,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJSbOHCtmNGGARCIAsf8Gz9Rw
Jazz Decoy,〒160-0021 東京都新宿区歌舞伎町１丁目１−１０ 2 fl,35.6937059,139.7046695,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJXQ3gagCNGGARi5QV8K2BKwE
Bar aLive,〒160-0021 東京都新宿区歌舞伎町１丁目２−７ ダイカンプラザ星座館ビル１０F,35.6940599,139.70410110000003,,,,https://www.google.com/maps/embed/v1/place?key=AIzaSyAut9NbtYesO3gS65jsNLQxmn9WzohquRs&q=place_id:ChIJfSqSdtmMGGAR7Ns0fq2CyjI
